id;Magasin;Code communication;Référence commande;Référence commande externe;Référence pré commande;Configuration commande externe;Date commande;Date livraison;Date validation;Date de début de validation;Date de fin de validation;Statut;Créée par;Validée par;Fournisseur;Nom;Prénom;Titre;Adresse 1;Adresse 2;Adresse 3;Code postal;Ville;Pays;Téléphone 1;Téléphone 2;Fax;Email;Entreprise;Numéro T.V.A. intra.;A.P.E.;SIRET;SIREN;Historique;Type commande;supplier.is_central;Fournisseur centrale
c1567b5e-0ca7-4a13-b65c-d9e30c94c50b;110;;91357472;;;;14/11/2025 14:01:00;14/11/2025;14/11/2025 14:03:33;;;en attente de livraison;yagnongbo;yagnongbo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
cbfa924b-56f9-4c96-a940-1f89189e0da4;110;;31128406;CMD LC FGX du 14/11/2025;;;14/11/2025 13:10:09;14/11/2025;14/11/2025 13:12:32;;;en attente de livraison;aassale;aassale;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
08e90a8f-fee5-44e1-8a8f-d9d191d71132;110;;96382706;CMD LC EPICERIE 14/11/2025;;;14/11/2025 13:00:42;14/11/2025;14/11/2025 13:25:32;;;en attente de livraison;fyeo;fyeo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
ccb9f08b-70af-45f1-9f74-d8fc45660ffb;110;;29450023;CMD L.D EPICERIE;;;14/11/2025 12:59:06;14/11/2025;14/11/2025 13:10:17;;;en attente de livraison;yagnongbo;yagnongbo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
cd93afc4-9086-41f7-824b-6dc0b87ce9c4;110;;15538800;CMD LC EPICERIE 14/11/2025;;;14/11/2025 12:49:19;14/11/2025;14/11/2025 12:51:59;;;en attente de livraison;fyeo;fyeo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
57f6d3d0-1d21-4c93-b25f-5a71cd904381;110;;52599470;CMD LC DPHE;;;14/11/2025 12:36:11;14/11/2025;14/11/2025 12:54:07;;;en attente de livraison;yagnongbo;yagnongbo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
b41d393b-4e14-403b-9bd9-089d6b748561;110;;33322880;CMD LC DPHE 14/11/2025;;;14/11/2025 12:15:55;14/11/2025;14/11/2025 12:21:51;;;en attente de livraison;fyeo;fyeo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
c2b12901-f85c-4df6-92c2-0e4a39cfe911;110;;50207536;CMD LC EPICE;;;14/11/2025 11:48:36;14/11/2025;14/11/2025 12:10:04;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
99554b5b-0c52-49fc-bb75-0149a682059c;110;;23889789;CMD LC CHARCUTERIE F&L 14/11/2025;;;14/11/2025 11:39:11;14/11/2025;14/11/2025 11:47:26;;;en attente de livraison;slogrohouan;slogrohouan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
487846c6-05e6-4e76-a881-e16f4ab0ad74;110;;20872750;CMD LC DPH;;;14/11/2025 11:15:11;14/11/2025;14/11/2025 11:27:57;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
