id;Magasin;Code communication;Référence commande;Référence commande externe;Référence pré commande;Configuration commande externe;Date commande;Date livraison;Date validation;Date de début de validation;Date de fin de validation;Statut;Créée par;Validée par;Fournisseur;Nom;Prénom;Titre;Adresse 1;Adresse 2;Adresse 3;Code postal;Ville;Pays;Téléphone 1;Téléphone 2;Fax;Email;Entreprise;Numéro T.V.A. intra.;A.P.E.;SIRET;SIREN;Historique;Type commande;is_direct;is_external
c1567b5e-0ca7-4a13-b65c-d9e30c94c50b;110;;91357472;;;;14/11/2025 14:01:00;14/11/2025;14/11/2025 14:03:33;;;en attente de livraison;yagnongbo;yagnongbo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
cbfa924b-56f9-4c96-a940-1f89189e0da4;110;;31128406;CMD LC FGX du 14/11/2025;;;14/11/2025 13:10:09;14/11/2025;14/11/2025 13:12:32;;;en attente de livraison;aassale;aassale;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
08e90a8f-fee5-44e1-8a8f-d9d191d71132;110;;96382706;CMD LC EPICERIE 14/11/2025;;;14/11/2025 13:00:42;14/11/2025;14/11/2025 13:25:32;;;en attente de livraison;fyeo;fyeo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
ccb9f08b-70af-45f1-9f74-d8fc45660ffb;110;;29450023;CMD L.D EPICERIE;;;14/11/2025 12:59:06;14/11/2025;14/11/2025 13:10:17;;;en attente de livraison;yagnongbo;yagnongbo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
cd93afc4-9086-41f7-824b-6dc0b87ce9c4;110;;15538800;CMD LC EPICERIE 14/11/2025;;;14/11/2025 12:49:19;14/11/2025;14/11/2025 12:51:59;;;en attente de livraison;fyeo;fyeo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
57f6d3d0-1d21-4c93-b25f-5a71cd904381;110;;52599470;CMD LC DPHE;;;14/11/2025 12:36:11;14/11/2025;14/11/2025 12:54:07;;;en attente de livraison;yagnongbo;yagnongbo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
b41d393b-4e14-403b-9bd9-089d6b748561;110;;33322880;CMD LC DPHE 14/11/2025;;;14/11/2025 12:15:55;14/11/2025;14/11/2025 12:21:51;;;en attente de livraison;fyeo;fyeo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
3606c844-2c21-4c92-b063-d8e7fd7b542e;110;;33498327;CMD OUARI LD POISSONNERIE 14/11/25;;;14/11/2025 12:12:12;14/11/2025;14/11/2025 12:17:58;;;en attente de livraison;jnzue;jnzue;OUARI FISH SARL (OUARI DRISSA);;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
e82051c0-c782-459d-8660-d5a8de6997e2;110;;18897687;CMD LD DPHE;;;14/11/2025 11:56:34;14/11/2025;14/11/2025 12:21:17;;;en attente de livraison;yagnongbo;yagnongbo;SATOCI;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
5122c804-6e00-4b05-99ae-c2cef7fb3a13;110;;17542892;CMD LD F/L;;;14/11/2025 11:56:12;14/11/2025;14/11/2025 11:57:39;;;en attente de livraison;jnzue;jnzue;KONE MAMADOU;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
5db7a293-6d10-4008-929d-b25baf3b16c2;110;;52061119;CMD LD KONE IBRAHIMA POISSONNERIE 14/11/25;;;14/11/2025 11:51:28;14/11/2025;14/11/2025 11:54:03;;;en attente de livraison;yagnongbo;yagnongbo;KONE IBRAHIMA;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
c2b12901-f85c-4df6-92c2-0e4a39cfe911;110;;50207536;CMD LC EPICE;;;14/11/2025 11:48:36;14/11/2025;14/11/2025 12:10:04;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
91ed4262-7ae0-4c67-bd6b-62024c8e3d2c;110;;28850227;CMD LD F/L;;;14/11/2025 11:47:39;14/11/2025;14/11/2025 11:50:36;;;en attente de livraison;jnzue;jnzue;ZAGADOU AKABLE;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
99554b5b-0c52-49fc-bb75-0149a682059c;110;;23889789;CMD LC CHARCUTERIE F&L 14/11/2025;;;14/11/2025 11:39:11;14/11/2025;14/11/2025 11:47:26;;;en attente de livraison;slogrohouan;slogrohouan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
487846c6-05e6-4e76-a881-e16f4ab0ad74;110;;20872750;CMD LC DPH;;;14/11/2025 11:15:11;14/11/2025;14/11/2025 11:27:57;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
db7bf3fe-1d77-4060-962c-32f2cd7e86fd;110;;30592720;;;;14/11/2025 11:09:22;14/11/2025;14/11/2025 11:10:15;;;en attente de livraison;ALOUI.BORIS-ARNAUD;ALOUI.BORIS-ARNAUD;SOCIETE HONGSHENG MAOYI GONGSI-S;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
e7cb19df-745a-4a2c-ac2d-f599b6ff1443;110;;15985858;CMD LC EMB TRAITEUR 14/11/25;;;14/11/2025 11:03:03;14/11/2025;14/11/2025 11:23:26;;;en attente de livraison;aglaourou;aglaourou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;AUTRE;NON;NON
